reason,study_slug,identity_key,matched_reading_ref,occasion_id,occasion_short_label,bridge_basis,confidence,season,service,hour,slot,source_locator
no 69 collection_type match,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_c9ff9a72883959072149,Ps 110:4 (LXX Ps 109:4),hator-2,Hator 2,missing,,Annual / fixed or ordinary cycle,Liturgy,,Psalm,sources/katameros-api/Core/KatamerosDatabase.db:row 3772; source_ref=Ps 110:4
missing or inferred bridge_basis,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_c9ff9a72883959072149,Ps 110:4 (LXX Ps 109:4),hator-21,Hator 21,missing,,Annual / fixed or ordinary cycle,Matins,,Psalm,sources/katameros-api/Core/KatamerosDatabase.db:row 3772; source_ref=Ps 110:4
no 69 collection_type match,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_c9ff9a72883959072149,Ps 110:4 (LXX Ps 109:4),hator-21,Hator 21,missing,,Annual / fixed or ordinary cycle,Matins,,Psalm,sources/katameros-api/Core/KatamerosDatabase.db:row 3772; source_ref=Ps 110:4
missing or inferred bridge_basis,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_c9ff9a72883959072149,Ps 110:4 (LXX Ps 109:4),hator-29,Hator 29,missing,,Annual / fixed or ordinary cycle,Liturgy,,Psalm,sources/katameros-api/Core/KatamerosDatabase.db:row 3772; source_ref=Ps 110:4
no 69 collection_type match,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_c9ff9a72883959072149,Ps 110:4 (LXX Ps 109:4),hator-29,Hator 29,missing,,Annual / fixed or ordinary cycle,Liturgy,,Psalm,sources/katameros-api/Core/KatamerosDatabase.db:row 3772; source_ref=Ps 110:4
missing or inferred bridge_basis,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_c9ff9a72883959072149,Ps 110:4 (LXX Ps 109:4),hator-6,Hator 6,missing,,Annual / fixed or ordinary cycle,Matins,,Psalm,sources/katameros-api/Core/KatamerosDatabase.db:row 3772; source_ref=Ps 110:4
no 69 collection_type match,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_c9ff9a72883959072149,Ps 110:4 (LXX Ps 109:4),hator-6,Hator 6,missing,,Annual / fixed or ordinary cycle,Matins,,Psalm,sources/katameros-api/Core/KatamerosDatabase.db:row 3772; source_ref=Ps 110:4
no 69 collection_type match,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_c9ff9a72883959072149,Ps 110:4 (LXX Ps 109:4),hatur-01-01,"The Martyrdom of the Saints Maximus, Numitius, Victor (Boctor), and Philip (Philopus)",collection-type,medium,Annual / fixed or ordinary cycle,vespers_psalm,,vespers_psalm,sources/katameros-api/Core/KatamerosDatabase.db:row 3772; source_ref=Ps 110:4
no 69 collection_type match,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_c9ff9a72883959072149,Ps 110:4 (LXX Ps 109:4),hatur-02-01,The Departure of St. Peter the Third 27th Pope of Alexandria,collection-type,medium,Annual / fixed or ordinary cycle,liturgy_psalm,,liturgy_psalm,sources/katameros-api/Core/KatamerosDatabase.db:row 3772; source_ref=Ps 110:4
no 69 collection_type match,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_c9ff9a72883959072149,Ps 110:4 (LXX Ps 109:4),hatur-13-01,"The Departure of St. Timothy, Bishop of Ansena (Antinoe)",collection-type,medium,Annual / fixed or ordinary cycle,vespers_psalm,,vespers_psalm,sources/katameros-api/Core/KatamerosDatabase.db:row 3772; source_ref=Ps 110:4
no 69 collection_type match,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_c9ff9a72883959072149,Ps 110:4 (LXX Ps 109:4),hatur-30-01,"The Departure of St. Acacius, Patriarch of Constantinople",collection-type,medium,Annual / fixed or ordinary cycle,vespers_psalm,,vespers_psalm,sources/katameros-api/Core/KatamerosDatabase.db:row 3772; source_ref=Ps 110:4
missing or inferred bridge_basis,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_c9ff9a72883959072149,Ps 110:4 (LXX Ps 109:4),kiak-15,Kiak 15,missing,,Annual / fixed or ordinary cycle,Matins,,Psalm,sources/katameros-api/Core/KatamerosDatabase.db:row 3772; source_ref=Ps 110:4
no 69 collection_type match,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_c9ff9a72883959072149,Ps 110:4 (LXX Ps 109:4),kiak-15,Kiak 15,missing,,Annual / fixed or ordinary cycle,Matins,,Psalm,sources/katameros-api/Core/KatamerosDatabase.db:row 3772; source_ref=Ps 110:4
no 69 collection_type match,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_c9ff9a72883959072149,Ps 110:4 (LXX Ps 109:4),kiyahk-06-01,"The Departure of St. Abraam (Abraham), Ebn-Zaraa, 62nd Pope of Alexandria",collection-type,medium,Annual / fixed or ordinary cycle,vespers_psalm,,vespers_psalm,sources/katameros-api/Core/KatamerosDatabase.db:row 3772; source_ref=Ps 110:4
missing or inferred bridge_basis,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_c9ff9a72883959072149,Ps 110:4 (LXX Ps 109:4),mesra-14,Mesra 14,missing,,Annual / fixed or ordinary cycle,Matins,,Psalm,sources/katameros-api/Core/KatamerosDatabase.db:row 3772; source_ref=Ps 110:4
no 69 collection_type match,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_c9ff9a72883959072149,Ps 110:4 (LXX Ps 109:4),mesra-14,Mesra 14,missing,,Annual / fixed or ordinary cycle,Matins,,Psalm,sources/katameros-api/Core/KatamerosDatabase.db:row 3772; source_ref=Ps 110:4
no 69 collection_type match,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_c9ff9a72883959072149,Ps 110:4 (LXX Ps 109:4),mesra-18-01,"The Departure of St. Alexander, Patriarch of Constantinople",collection-type,medium,Annual / fixed or ordinary cycle,vespers_psalm,,vespers_psalm,sources/katameros-api/Core/KatamerosDatabase.db:row 3772; source_ref=Ps 110:4
no 69 collection_type match,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_c9ff9a72883959072149,Ps 110:4 (LXX Ps 109:4),mesra-29-01,"The Martyrdom of Sts. Athanasius, the Bishop, Gerasimus (Jarasimus), and Theodotus",collection-type,medium,Annual / fixed or ordinary cycle,Matins,,Psalm,sources/katameros-api/Core/KatamerosDatabase.db:row 3772; source_ref=Ps 110:4
no 69 collection_type match,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_c9ff9a72883959072149,Ps 110:4 (LXX Ps 109:4),mesra-29-01,"The Martyrdom of Sts. Athanasius, the Bishop, Gerasimus (Jarasimus), and Theodotus",collection-type,medium,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,sources/katameros-api/Core/KatamerosDatabase.db:row 3772; source_ref=Ps 110:4
missing or inferred bridge_basis,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_c9ff9a72883959072149,Ps 110:4 (LXX Ps 109:4),toba-7,Toba 7,missing,,Annual / fixed or ordinary cycle,Matins,,Psalm,sources/katameros-api/Core/KatamerosDatabase.db:row 3772; source_ref=Ps 110:4
no 69 collection_type match,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_c9ff9a72883959072149,Ps 110:4 (LXX Ps 109:4),toba-7,Toba 7,missing,,Annual / fixed or ordinary cycle,Matins,,Psalm,sources/katameros-api/Core/KatamerosDatabase.db:row 3772; source_ref=Ps 110:4
missing or inferred bridge_basis,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_c9ff9a72883959072149,Ps 110:4 (LXX Ps 109:4),tout-13,Tout 13,missing,,Annual / fixed or ordinary cycle,Matins,,Psalm,sources/katameros-api/Core/KatamerosDatabase.db:row 3772; source_ref=Ps 110:4
no 69 collection_type match,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_c9ff9a72883959072149,Ps 110:4 (LXX Ps 109:4),tout-13,Tout 13,missing,,Annual / fixed or ordinary cycle,Matins,,Psalm,sources/katameros-api/Core/KatamerosDatabase.db:row 3772; source_ref=Ps 110:4
missing or inferred bridge_basis,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_c9ff9a72883959072149,Ps 110:4 (LXX Ps 109:4),tout-30,Tout 30,missing,,Annual / fixed or ordinary cycle,Matins,,Psalm,sources/katameros-api/Core/KatamerosDatabase.db:row 3772; source_ref=Ps 110:4
no 69 collection_type match,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_c9ff9a72883959072149,Ps 110:4 (LXX Ps 109:4),tout-30,Tout 30,missing,,Annual / fixed or ordinary cycle,Matins,,Psalm,sources/katameros-api/Core/KatamerosDatabase.db:row 3772; source_ref=Ps 110:4
no 69 collection_type match,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_c9ff9a72883959072149,Ps 110:4 (LXX Ps 109:4),tubah-02-01,"The Departure of St. Theonas, 16th Pope of Alexandria",collection-type,medium,Annual / fixed or ordinary cycle,vespers_psalm,,vespers_psalm,sources/katameros-api/Core/KatamerosDatabase.db:row 3772; source_ref=Ps 110:4
no 69 collection_type match,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_c9ff9a72883959072149,Ps 110:4 (LXX Ps 109:4),tubah-08-01,The Consecration of St. Macarius' Church,collection-type,medium,Annual / fixed or ordinary cycle,vespers_psalm,,vespers_psalm,sources/katameros-api/Core/KatamerosDatabase.db:row 3772; source_ref=Ps 110:4
no 69 collection_type match,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_c9ff9a72883959072149,Ps 110:4 (LXX Ps 109:4),tut-03-01,A Council held in the city of Alexandria,collection-type,medium,Annual / fixed or ordinary cycle,vespers_psalm,,vespers_psalm,sources/katameros-api/Core/KatamerosDatabase.db:row 3772; source_ref=Ps 110:4
no 69 collection_type match,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_c9ff9a72883959072149,Ps 110:4 (LXX Ps 109:4),tut-07-01,"The Martyrdom of Sts. Agathon, Peter, John, Amun and Amuna and Their Mother, Rebecca",collection-type,medium,Annual / fixed or ordinary cycle,vespers_psalm,,vespers_psalm,sources/katameros-api/Core/KatamerosDatabase.db:row 3772; source_ref=Ps 110:4
missing or inferred bridge_basis,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_d3b5b47035d7fa9a9419,Ps 110:7 (LXX Ps 109:7),abib-14,Abib 14,missing,,Annual / fixed or ordinary cycle,Vespers,,Psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=21; cache/copticchurch_html:row 13098; source_ref=Ps 110:7
no 69 collection_type match,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_d3b5b47035d7fa9a9419,Ps 110:7 (LXX Ps 109:7),abib-14,Abib 14,missing,,Annual / fixed or ordinary cycle,Vespers,,Psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=21; cache/copticchurch_html:row 13098; source_ref=Ps 110:7
no 69 collection_type match,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_d3b5b47035d7fa9a9419,Ps 110:7 (LXX Ps 109:7),amshir-07-01,"The Departure of St. Alexandros II, 43rd Pope of Alexandria",collection-type,medium,Annual / fixed or ordinary cycle,vespers_psalm,,vespers_psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=21; cache/copticchurch_html:row 13098; source_ref=Ps 110:7
no 69 collection_type match,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_d3b5b47035d7fa9a9419,Ps 110:7 (LXX Ps 109:7),amshir-11-01,"The Martyrdom of St. Fabianus (Fabrianus), Pope of Rome",collection-type,medium,Annual / fixed or ordinary cycle,Liturgy,,Psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=21; cache/copticchurch_html:row 13098; source_ref=Ps 110:7
no 69 collection_type match,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_d3b5b47035d7fa9a9419,Ps 110:7 (LXX Ps 109:7),amshir-11-01,"The Martyrdom of St. Fabianus (Fabrianus), Pope of Rome",collection-type,medium,Annual / fixed or ordinary cycle,liturgy_psalm,,liturgy_psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=21; cache/copticchurch_html:row 13098; source_ref=Ps 110:7
missing or inferred bridge_basis,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_d3b5b47035d7fa9a9419,Ps 110:7 (LXX Ps 109:7),amshir-14,Amshir 14,missing,,Annual / fixed or ordinary cycle,Matins,,Psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=21; cache/copticchurch_html:row 13098; source_ref=Ps 110:7
no 69 collection_type match,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_d3b5b47035d7fa9a9419,Ps 110:7 (LXX Ps 109:7),amshir-14,Amshir 14,missing,,Annual / fixed or ordinary cycle,Matins,,Psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=21; cache/copticchurch_html:row 13098; source_ref=Ps 110:7
no 69 collection_type match,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_d3b5b47035d7fa9a9419,Ps 110:7 (LXX Ps 109:7),amshir-20-01,"The Departure of St. Peter, 21st Pope of Alexandria",collection-type,medium,Annual / fixed or ordinary cycle,Liturgy,,Psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=21; cache/copticchurch_html:row 13098; source_ref=Ps 110:7
no 69 collection_type match,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_d3b5b47035d7fa9a9419,Ps 110:7 (LXX Ps 109:7),amshir-20-01,"The Departure of St. Peter, 21st Pope of Alexandria",collection-type,medium,Annual / fixed or ordinary cycle,liturgy_psalm,,liturgy_psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=21; cache/copticchurch_html:row 13098; source_ref=Ps 110:7
missing or inferred bridge_basis,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_d3b5b47035d7fa9a9419,Ps 110:7 (LXX Ps 109:7),amshir-27,Amshir 27,missing,,Annual / fixed or ordinary cycle,Matins,,Psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=21; cache/copticchurch_html:row 13098; source_ref=Ps 110:7
no 69 collection_type match,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_d3b5b47035d7fa9a9419,Ps 110:7 (LXX Ps 109:7),amshir-27,Amshir 27,missing,,Annual / fixed or ordinary cycle,Matins,,Psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=21; cache/copticchurch_html:row 13098; source_ref=Ps 110:7
missing or inferred bridge_basis,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_d3b5b47035d7fa9a9419,Ps 110:7 (LXX Ps 109:7),baba-3,Baba 3,missing,,Annual / fixed or ordinary cycle,Matins,,Psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=21; cache/copticchurch_html:row 13098; source_ref=Ps 110:7
no 69 collection_type match,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_d3b5b47035d7fa9a9419,Ps 110:7 (LXX Ps 109:7),baba-3,Baba 3,missing,,Annual / fixed or ordinary cycle,Matins,,Psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=21; cache/copticchurch_html:row 13098; source_ref=Ps 110:7
missing or inferred bridge_basis,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_d3b5b47035d7fa9a9419,Ps 110:7 (LXX Ps 109:7),baba-5,Baba 5,missing,,Annual / fixed or ordinary cycle,Matins,,Psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=21; cache/copticchurch_html:row 13098; source_ref=Ps 110:7
no 69 collection_type match,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_d3b5b47035d7fa9a9419,Ps 110:7 (LXX Ps 109:7),baba-5,Baba 5,missing,,Annual / fixed or ordinary cycle,Matins,,Psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=21; cache/copticchurch_html:row 13098; source_ref=Ps 110:7
missing or inferred bridge_basis,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_d3b5b47035d7fa9a9419,Ps 110:7 (LXX Ps 109:7),baba-9,Baba 9,missing,,Annual / fixed or ordinary cycle,Matins,,Psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=21; cache/copticchurch_html:row 13098; source_ref=Ps 110:7
no 69 collection_type match,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_d3b5b47035d7fa9a9419,Ps 110:7 (LXX Ps 109:7),baba-9,Baba 9,missing,,Annual / fixed or ordinary cycle,Matins,,Psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=21; cache/copticchurch_html:row 13098; source_ref=Ps 110:7
no 69 collection_type match,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_d3b5b47035d7fa9a9419,Ps 110:7 (LXX Ps 109:7),babah-02-01,"The Coming of Saint Severus, Patriarch of Antioch, to Egypt",collection-type,medium,Annual / fixed or ordinary cycle,Vespers,,Psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=21; cache/copticchurch_html:row 13098; source_ref=Ps 110:7
no 69 collection_type match,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_d3b5b47035d7fa9a9419,Ps 110:7 (LXX Ps 109:7),babah-02-01,"The Coming of Saint Severus, Patriarch of Antioch, to Egypt",collection-type,medium,Annual / fixed or ordinary cycle,vespers_psalm,,vespers_psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=21; cache/copticchurch_html:row 13098; source_ref=Ps 110:7
no 69 collection_type match,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_d3b5b47035d7fa9a9419,Ps 110:7 (LXX Ps 109:7),babah-11-01,"The Departure of St. James, Patriarch of Antioch",collection-type,medium,Annual / fixed or ordinary cycle,Vespers,,Psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=21; cache/copticchurch_html:row 13098; source_ref=Ps 110:7
no 69 collection_type match,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_d3b5b47035d7fa9a9419,Ps 110:7 (LXX Ps 109:7),babah-11-01,"The Departure of St. James, Patriarch of Antioch",collection-type,medium,Annual / fixed or ordinary cycle,vespers_psalm,,vespers_psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=21; cache/copticchurch_html:row 13098; source_ref=Ps 110:7
no 69 collection_type match,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_d3b5b47035d7fa9a9419,Ps 110:7 (LXX Ps 109:7),babah-16-01,"The Departure of St. Agathon, 39th Pope of Alexandria",collection-type,medium,Annual / fixed or ordinary cycle,Liturgy,,Psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=21; cache/copticchurch_html:row 13098; source_ref=Ps 110:7
no 69 collection_type match,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_d3b5b47035d7fa9a9419,Ps 110:7 (LXX Ps 109:7),babah-16-01,"The Departure of St. Agathon, 39th Pope of Alexandria",collection-type,medium,Annual / fixed or ordinary cycle,liturgy_psalm,,liturgy_psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=21; cache/copticchurch_html:row 13098; source_ref=Ps 110:7
no 69 collection_type match,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_d3b5b47035d7fa9a9419,Ps 110:7 (LXX Ps 109:7),babah-17-01,The Departure of St. Dioscorus II 31st Pope of Alexandria,collection-type,medium,Annual / fixed or ordinary cycle,Vespers,,Psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=21; cache/copticchurch_html:row 13098; source_ref=Ps 110:7
no 69 collection_type match,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_d3b5b47035d7fa9a9419,Ps 110:7 (LXX Ps 109:7),babah-17-01,The Departure of St. Dioscorus II 31st Pope of Alexandria,collection-type,medium,Annual / fixed or ordinary cycle,vespers_psalm,,vespers_psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=21; cache/copticchurch_html:row 13098; source_ref=Ps 110:7
no 69 collection_type match,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_d3b5b47035d7fa9a9419,Ps 110:7 (LXX Ps 109:7),babah-18-01,The Departure of the Honorable Father Saint Theophilus 23rd Pope of Alexandria,collection-type,medium,Annual / fixed or ordinary cycle,Liturgy,,Psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=21; cache/copticchurch_html:row 13098; source_ref=Ps 110:7
no 69 collection_type match,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_d3b5b47035d7fa9a9419,Ps 110:7 (LXX Ps 109:7),babah-18-01,The Departure of the Honorable Father Saint Theophilus 23rd Pope of Alexandria,collection-type,medium,Annual / fixed or ordinary cycle,liturgy_psalm,,liturgy_psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=21; cache/copticchurch_html:row 13098; source_ref=Ps 110:7
no 69 collection_type match,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_d3b5b47035d7fa9a9419,Ps 110:7 (LXX Ps 109:7),baramhat-03-01,"The Departure of St. Cosmas, the Fifty-Eighth Pope of Alexandria",collection-type,medium,Annual / fixed or ordinary cycle,liturgy_psalm,,liturgy_psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=21; cache/copticchurch_html:row 13098; source_ref=Ps 110:7
no 69 collection_type match,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_d3b5b47035d7fa9a9419,Ps 110:7 (LXX Ps 109:7),baramhat-12-01,The Commemoration of the Honorable Angel Michael,collection-type,medium,Annual / fixed or ordinary cycle,liturgy_psalm,,liturgy_psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=21; cache/copticchurch_html:row 13098; source_ref=Ps 110:7
no 69 collection_type match,psalm-110-lxx-109-the-lord-said-to-my-lord,rid_d3b5b47035d7fa9a9419,Ps 110:7 (LXX Ps 109:7),baramhat-16-01,The Departure Of The Saint Anba Khail (Mikhail) the Forty Sixth Pope Of The See Of St. Mark,collection-type,medium,Annual / fixed or ordinary cycle,liturgy_psalm,,liturgy_psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=21; cache/copticchurch_html:row 13098; source_ref=Ps 110:7
